designation,name,symbol,width,base,hq,formation,group
514י,NAGMASHOT,armored personnel carrier,20,20x40,,Magach 6 Tank Company,י
515י,NAGMASHOT,armored personnel carrier,20,20x40,,Magach 6 Tank Company,י
516י,NAGMASHOT,armored personnel carrier,20,20x40,,Magach 6 Tank Company,י
525י,GALIL,infantry,40,40x20,,Magach 6 Tank Company,י
526י,GALIL,infantry,40,40x20,,Magach 6 Tank Company,י
527י,GALIL,infantry,40,40x20,,Magach 6 Tank Company,י
528י,GALIL,infantry,40,40x20,,Magach 6 Tank Company,י
529י,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,י
530י,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,י
531י,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,י
532י,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,י
533י,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,י
534י,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,י
535י,M47 DRAGON,anti-tank,20,20x20,,Magach 6 Tank Company,י
536י,52MM,mortar,20,20x20,,Magach 6 Tank Company,י
537י,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,י
538י,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,י
539י,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,י
540י,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,י
001כ,MAGACH 6,armor,20,20x40,true,Magach 6 Tank Company,כ
002כ,MAGACH 6,armor,20,20x40,true,Magach 6 Tank Company,כ
101כ,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,כ
102כ,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,כ
103כ,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,כ
104כ,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,כ
105כ,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,כ
106כ,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,כ
201כ,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,כ
202כ,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,כ
203כ,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,כ
204כ,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,כ
205כ,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,כ
206כ,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,כ
301כ,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,כ
302כ,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,כ
303כ,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,כ
304כ,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,כ
305כ,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,כ
306כ,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,כ
401כ,JEEP,reconnaissance,20,20x30,,Magach 6 Tank Company,כ
402כ,JEEP,reconnaissance,20,20x30,,Magach 6 Tank Company,כ
403כ,JEEP,reconnaissance,20,20x30,,Magach 6 Tank Company,כ
404כ,M113 ZELDA,reconnaissance,20,20x30,,Magach 6 Tank Company,כ
405כ,M113 ZELDA,reconnaissance,20,20x30,,Magach 6 Tank Company,כ
406כ,M113 ZELDA,reconnaissance,20,20x30,,Magach 6 Tank Company,כ
407כ,M113 ZELDA,reconnaissance,20,20x30,,Magach 6 Tank Company,כ
408כ,RABBI,reconnaissance,20,20x30,,Magach 6 Tank Company,כ
409כ,RABBI,reconnaissance,20,20x30,,Magach 6 Tank Company,כ
410כ,RABBI,reconnaissance,20,20x30,,Magach 6 Tank Company,כ
411כ,UH-1,utility helicopter,20,20x40,,Magach 6 Tank Company,כ
412כ,UH-1,utility helicopter,20,20x40,,Magach 6 Tank Company,כ
501כ,GALIL,infantry,40,40x20,,Magach 6 Tank Company,כ
502כ,GALIL,infantry,40,40x20,,Magach 6 Tank Company,כ
503כ,GALIL,infantry,40,40x20,,Magach 6 Tank Company,כ
504כ,GALIL,infantry,40,40x20,,Magach 6 Tank Company,כ
505כ,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,כ
506כ,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,כ
507כ,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,כ
508כ,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,כ
509כ,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,כ
510כ,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,כ
511כ,M47 DRAGON,anti-tank,20,20x20,,Magach 6 Tank Company,כ
512כ,52MM,mortar,20,20x20,,Magach 6 Tank Company,כ
513כ,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,כ
514כ,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,כ
515כ,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,כ
516כ,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,כ
513כ,M113 VAYZATA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,כ
514כ,M113 VAYZATA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,כ
515כ,M113 VAYZATA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,כ
516כ,M113 VAYZATA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,כ
513כ,NAGMASHOT,armored personnel carrier,20,20x40,,Magach 6 Tank Company,כ
514כ,NAGMASHOT,armored personnel carrier,20,20x40,,Magach 6 Tank Company,כ
515כ,NAGMASHOT,armored personnel carrier,20,20x40,,Magach 6 Tank Company,כ
516כ,NAGMASHOT,armored personnel carrier,20,20x40,,Magach 6 Tank Company,כ
525כ,GALIL,infantry,40,40x20,,Magach 6 Tank Company,כ
526כ,GALIL,infantry,40,40x20,,Magach 6 Tank Company,כ
527כ,GALIL,infantry,40,40x20,,Magach 6 Tank Company,כ
528כ,GALIL,infantry,40,40x20,,Magach 6 Tank Company,כ
529כ,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,כ
530כ,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,כ
531כ,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,כ
532כ,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,כ
533כ,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,כ
534כ,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,כ
535כ,M47 DRAGON,anti-tank,20,20x20,,Magach 6 Tank Company,כ
536כ,52MM,mortar,20,20x20,,Magach 6 Tank Company,כ
537כ,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,כ
538כ,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,כ
539כ,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,כ
540כ,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,כ
001ל,MAGACH 6,armor,20,20x40,true,Magach 6 Tank Company,ל
002ל,MAGACH 6,armor,20,20x40,true,Magach 6 Tank Company,ל
101ל,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,ל
102ל,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,ל
103ל,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,ל
104ל,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,ל
105ל,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,ל
106ל,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,ל
201ל,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,ל
202ל,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,ל
203ל,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,ל
204ל,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,ל
205ל,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,ל
206ל,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,ל
301ל,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,ל
302ל,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,ל
303ל,MAGACH 6,armor,20,20x40,,Magach 6 Tank Company,ל
304ל,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,ל
305ל,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,ל
306ל,MAGACH 6 BLAZER,armor,20,20x40,,Magach 6 Tank Company,ל
401ל,JEEP,reconnaissance,20,20x30,,Magach 6 Tank Company,ל
402ל,JEEP,reconnaissance,20,20x30,,Magach 6 Tank Company,ל
403ל,JEEP,reconnaissance,20,20x30,,Magach 6 Tank Company,ל
404ל,M113 ZELDA,reconnaissance,20,20x30,,Magach 6 Tank Company,ל
405ל,M113 ZELDA,reconnaissance,20,20x30,,Magach 6 Tank Company,ל
406ל,M113 ZELDA,reconnaissance,20,20x30,,Magach 6 Tank Company,ל
407ל,M113 ZELDA,reconnaissance,20,20x30,,Magach 6 Tank Company,ל
408ל,RABBI,reconnaissance,20,20x30,,Magach 6 Tank Company,ל
409ל,RABBI,reconnaissance,20,20x30,,Magach 6 Tank Company,ל
410ל,RABBI,reconnaissance,20,20x30,,Magach 6 Tank Company,ל
411ל,UH-1,utility helicopter,20,20x40,,Magach 6 Tank Company,ל
412ל,UH-1,utility helicopter,20,20x40,,Magach 6 Tank Company,ל
501ל,GALIL,infantry,40,40x20,,Magach 6 Tank Company,ל
502ל,GALIL,infantry,40,40x20,,Magach 6 Tank Company,ל
503ל,GALIL,infantry,40,40x20,,Magach 6 Tank Company,ל
504ל,GALIL,infantry,40,40x20,,Magach 6 Tank Company,ל
505ל,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,ל
506ל,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,ל
507ל,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,ל
508ל,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,ל
509ל,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,ל
510ל,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,ל
511ל,M47 DRAGON,anti-tank,20,20x20,,Magach 6 Tank Company,ל
512ל,52MM,mortar,20,20x20,,Magach 6 Tank Company,ל
513ל,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,ל
514ל,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,ל
515ל,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,ל
516ל,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,ל
513ל,M113 VAYZATA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,ל
514ל,M113 VAYZATA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,ל
515ל,M113 VAYZATA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,ל
516ל,M113 VAYZATA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,ל
513ל,NAGMASHOT,armored personnel carrier,20,20x40,,Magach 6 Tank Company,ל
514ל,NAGMASHOT,armored personnel carrier,20,20x40,,Magach 6 Tank Company,ל
515ל,NAGMASHOT,armored personnel carrier,20,20x40,,Magach 6 Tank Company,ל
516ל,NAGMASHOT,armored personnel carrier,20,20x40,,Magach 6 Tank Company,ל
525ל,GALIL,infantry,40,40x20,,Magach 6 Tank Company,ל
526ל,GALIL,infantry,40,40x20,,Magach 6 Tank Company,ל
527ל,GALIL,infantry,40,40x20,,Magach 6 Tank Company,ל
528ל,GALIL,infantry,40,40x20,,Magach 6 Tank Company,ל
529ל,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,ל
530ל,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,ל
531ל,FN MAG,machine gun,40,40x20,,Magach 6 Tank Company,ל
532ל,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,ל
533ל,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,ל
534ל,RPG-7,anti-tank,20,20x20,,Magach 6 Tank Company,ל
535ל,M47 DRAGON,anti-tank,20,20x20,,Magach 6 Tank Company,ל
536ל,52MM,mortar,20,20x20,,Magach 6 Tank Company,ל
537ל,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,ל
538ל,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,ל
539ל,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,ל
540ל,M113 ZELDA,armored personnel carrier,20,20x30,,Magach 6 Tank Company,ל
001מ,SHO'T BLAZER,armor,20,20x40,true,Sho't (Blazer) Tank Company,מ
002מ,SHO'T BLAZER,armor,20,20x40,true,Sho't (Blazer) Tank Company,מ
101מ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,מ
102מ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,מ
103מ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,מ
201מ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,מ
202מ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,מ
203מ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,מ
301מ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,מ
302מ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,מ
303מ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,מ
401מ,JEEP,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,מ
402מ,JEEP,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,מ
403מ,JEEP,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,מ
404מ,M113 ZELDA,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,מ
405מ,M113 ZELDA,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,מ
406מ,M113 ZELDA,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,מ
407מ,M113 ZELDA,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,מ
408מ,RABBI,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,מ
409מ,RABBI,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,מ
410מ,RABBI,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,מ
411מ,UH-1,utility helicopter,20,20x40,,Sho't (Blazer) Tank Company,מ
412מ,UH-1,utility helicopter,20,20x40,,Sho't (Blazer) Tank Company,מ
501מ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,מ
502מ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,מ
503מ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,מ
504מ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,מ
505מ,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,מ
506מ,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,מ
507מ,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,מ
508מ,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,מ
509מ,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,מ
510מ,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,מ
511מ,M47 DRAGON,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,מ
512מ,52MM,mortar,20,20x20,,Sho't (Blazer) Tank Company,מ
513מ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,מ
514מ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,מ
515מ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,מ
516מ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,מ
513מ,M113 VAYZATA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,מ
514מ,M113 VAYZATA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,מ
515מ,M113 VAYZATA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,מ
516מ,M113 VAYZATA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,מ
513מ,NAGMASHOT,armored personnel carrier,20,20x40,,Sho't (Blazer) Tank Company,מ
514מ,NAGMASHOT,armored personnel carrier,20,20x40,,Sho't (Blazer) Tank Company,מ
515מ,NAGMASHOT,armored personnel carrier,20,20x40,,Sho't (Blazer) Tank Company,מ
516מ,NAGMASHOT,armored personnel carrier,20,20x40,,Sho't (Blazer) Tank Company,מ
525מ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,מ
526מ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,מ
527מ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,מ
528מ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,מ
529מ,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,מ
530מ,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,מ
531מ,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,מ
532מ,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,מ
533מ,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,מ
534מ,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,מ
535מ,M47 DRAGON,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,מ
536מ,52MM,mortar,20,20x20,,Sho't (Blazer) Tank Company,מ
537מ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,מ
538מ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,מ
539מ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,מ
540מ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,מ
001נ,SHO'T BLAZER,armor,20,20x40,true,Sho't (Blazer) Tank Company,נ
002נ,SHO'T BLAZER,armor,20,20x40,true,Sho't (Blazer) Tank Company,נ
101נ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,נ
102נ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,נ
103נ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,נ
201נ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,נ
202נ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,נ
203נ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,נ
301נ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,נ
302נ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,נ
303נ,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,נ
401נ,JEEP,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,נ
402נ,JEEP,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,נ
403נ,JEEP,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,נ
404נ,M113 ZELDA,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,נ
405נ,M113 ZELDA,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,נ
406נ,M113 ZELDA,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,נ
407נ,M113 ZELDA,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,נ
408נ,RABBI,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,נ
409נ,RABBI,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,נ
410נ,RABBI,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,נ
411נ,UH-1,utility helicopter,20,20x40,,Sho't (Blazer) Tank Company,נ
412נ,UH-1,utility helicopter,20,20x40,,Sho't (Blazer) Tank Company,נ
501נ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,נ
502נ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,נ
503נ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,נ
504נ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,נ
505נ,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,נ
506נ,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,נ
507נ,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,נ
508נ,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,נ
509נ,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,נ
510נ,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,נ
511נ,M47 DRAGON,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,נ
512נ,52MM,mortar,20,20x20,,Sho't (Blazer) Tank Company,נ
513נ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,נ
514נ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,נ
515נ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,נ
516נ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,נ
513נ,M113 VAYZATA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,נ
514נ,M113 VAYZATA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,נ
515נ,M113 VAYZATA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,נ
516נ,M113 VAYZATA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,נ
513נ,NAGMASHOT,armored personnel carrier,20,20x40,,Sho't (Blazer) Tank Company,נ
514נ,NAGMASHOT,armored personnel carrier,20,20x40,,Sho't (Blazer) Tank Company,נ
515נ,NAGMASHOT,armored personnel carrier,20,20x40,,Sho't (Blazer) Tank Company,נ
516נ,NAGMASHOT,armored personnel carrier,20,20x40,,Sho't (Blazer) Tank Company,נ
525נ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,נ
526נ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,נ
527נ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,נ
528נ,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,נ
529נ,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,נ
530נ,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,נ
531נ,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,נ
532נ,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,נ
533נ,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,נ
534נ,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,נ
535נ,M47 DRAGON,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,נ
536נ,52MM,mortar,20,20x20,,Sho't (Blazer) Tank Company,נ
537נ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,נ
538נ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,נ
539נ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,נ
540נ,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,נ
001ס,SHO'T BLAZER,armor,20,20x40,true,Sho't (Blazer) Tank Company,ס
002ס,SHO'T BLAZER,armor,20,20x40,true,Sho't (Blazer) Tank Company,ס
101ס,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,ס
102ס,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,ס
103ס,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,ס
201ס,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,ס
202ס,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,ס
203ס,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,ס
301ס,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,ס
302ס,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,ס
303ס,SHO'T BLAZER,armor,20,20x40,,Sho't (Blazer) Tank Company,ס
401ס,JEEP,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,ס
402ס,JEEP,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,ס
403ס,JEEP,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,ס
404ס,M113 ZELDA,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,ס
405ס,M113 ZELDA,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,ס
406ס,M113 ZELDA,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,ס
407ס,M113 ZELDA,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,ס
408ס,RABBI,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,ס
409ס,RABBI,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,ס
410ס,RABBI,reconnaissance,20,20x30,,Sho't (Blazer) Tank Company,ס
411ס,UH-1,utility helicopter,20,20x40,,Sho't (Blazer) Tank Company,ס
412ס,UH-1,utility helicopter,20,20x40,,Sho't (Blazer) Tank Company,ס
501ס,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,ס
502ס,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,ס
503ס,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,ס
504ס,GALIL,infantry,40,40x20,,Sho't (Blazer) Tank Company,ס
505ס,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,ס
506ס,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,ס
507ס,FN MAG,machine gun,40,40x20,,Sho't (Blazer) Tank Company,ס
508ס,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,ס
509ס,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,ס
510ס,RPG-7,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,ס
511ס,M47 DRAGON,anti-tank,20,20x20,,Sho't (Blazer) Tank Company,ס
512ס,52MM,mortar,20,20x20,,Sho't (Blazer) Tank Company,ס
513ס,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,ס
514ס,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,ס
515ס,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,ס
516ס,M113 ZELDA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,ס
513ס,M113 VAYZATA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,ס
514ס,M113 VAYZATA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,ס
515ס,M113 VAYZATA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,ס
516ס,M113 VAYZATA,armored personnel carrier,20,20x30,,Sho't (Blazer) Tank Company,ס
513ס,NAGMASHOT,armored personnel carrier,20,20x40,,Sho't (Blazer) Tank Company,ס
514ס,NAGMASHOT,armored personnel carrier,20,20x40,,Sho't (Blazer) Tank Company,ס
515ס,NAGMASHOT,armored personnel carrier,20,20x40,,Sho't (Blazer) Tank Company,ס
